StudentID,Stream,Gender,CGPA,CGPA_Tier,Internships,Projects,AptitudeScore,SoftSkillsRating,Backlogs,PlacementTraining,PlacementStatus
32214,ECE,Male,7.4,Medium,2,3,73,3.1,1,Yes,Placed
32215,ECE,Female,8.56,High,2,3,71,3.0,0,No,Placed
32216,MECH,Male,5.59,Low,0,0,47,2.5,3,Yes,NotPlaced
32217,CSE,Male,7.48,Medium,1,3,71,2.9,0,Yes,Placed
32218,MECH,Male,6.27,Low,0,2,54,2.6,2,No,NotPlaced
32219,CSE,Female,7.57,Medium,1,1,72,3.6,1,Yes,Placed
32220,CIVIL,Female,5.49,Low,0,1,37,1.8,3,Yes,NotPlaced
32221,EEE,Male,8.3,High,1,1,73,5.0,0,No,NotPlaced
32222,CSE,Male,8.41,High,3,3,69,4.5,2,No,Placed
32223,ECE,Female,5.85,Low,1,1,41,2.9,1,No,NotPlaced
32224,ECE,Female,7.42,Medium,0,2,77,3.1,1,No,Placed
32225,ECE,Male,7.07,Medium,1,2,66,3.3,1,No,NotPlaced
32226,MECH,Female,7.11,Medium,2,1,67,3.5,1,No,NotPlaced
32227,CIVIL,Female,9.42,High,1,4,69,4.0,0,Yes,Placed
32228,CSE,Female,5.84,Low,0,1,45,2.4,2,No,Placed
32229,ECE,Male,6.27,Low,0,2,54,2.4,1,No,NotPlaced
32230,ECE,Male,6.54,Medium,0,1,57,3.0,0,No,NotPlaced
32231,MECH,Male,7.08,Medium,1,3,62,3.6,1,Yes,Placed
32232,CSE,Male,8.31,High,3,3,83,3.9,1,Yes,Placed
32233,CSE,Female,8.51,High,3,3,82,4.3,0,Yes,Placed
32234,CSE,Male,5.78,Low,1,1,53,3.0,3,No,NotPlaced
32235,EEE,Male,6.75,Medium,2,2,70,3.7,2,No,NotPlaced
32236,CSE,Male,6.98,Medium,1,2,55,2.6,3,No,Placed
32237,CSE,Male,6.68,Medium,0,2,67,4.0,1,No,Placed
32238,CIVIL,Male,5.92,Low,1,1,51,2.2,4,Yes,NotPlaced
32239,ECE,Male,7.25,Medium,2,1,67,3.1,1,No,NotPlaced
32240,EEE,Female,7.3,Medium,2,3,70,3.2,0,Yes,NotPlaced
32241,CSE,Male,6.98,Medium,1,3,58,3.3,1,Yes,Placed
32242,MECH,Male,7.31,Medium,2,3,71,3.6,1,Yes,Placed
32243,MECH,Male,8.09,High,2,3,65,3.6,0,Yes,Placed
32244,CSE,Female,7.01,Medium,2,4,63,3.4,2,No,Placed
32245,CSE,Male,5.5,Low,0,1,34,2.2,1,No,NotPlaced
32246,MECH,Male,7.75,Medium,0,4,69,3.4,0,No,NotPlaced
32247,MECH,Female,6.34,Low,0,3,56,2.9,2,No,Placed
32248,CIVIL,Male,7.92,Medium,2,2,66,3.2,1,Yes,Placed
32249,ECE,Male,6.24,Low,1,1,55,2.7,1,Yes,NotPlaced
32250,CSE,Male,6.16,Low,0,1,50,3.0,1,No,NotPlaced
32251,MECH,Female,7.28,Medium,2,2,59,3.6,0,Yes,Placed
32252,ECE,Female,7.8,Medium,2,1,82,3.7,1,No,Placed
32253,MECH,Male,6.47,Low,0,3,62,3.3,1,No,Placed
32254,MECH,Male,8.19,High,2,3,71,2.6,1,No,Placed
32255,ECE,Female,7.99,Medium,0,1,51,2.7,2,Yes,NotPlaced
32256,EEE,Male,5.1,Low,0,0,50,2.4,3,No,Placed
32257,CSE,Male,7.79,Medium,2,3,64,3.9,0,Yes,Placed
32258,CSE,Female,6.0,Low,1,1,50,3.2,2,No,NotPlaced
32259,CIVIL,Male,6.43,Low,0,2,47,2.4,2,Yes,NotPlaced
32260,CSE,Male,7.46,Medium,2,2,56,2.2,2,No,Placed
32261,ECE,Male,6.97,Medium,1,3,74,3.3,1,Yes,NotPlaced
32262,ECE,Female,6.11,Low,1,1,63,2.6,1,Yes,Placed
32263,MECH,Male,7.73,Medium,2,2,64,2.8,1,No,Placed
32264,EEE,Male,6.09,Low,1,2,51,2.4,1,Yes,NotPlaced
32265,MECH,Male,5.75,Low,0,1,39,1.6,2,Yes,NotPlaced
32266,EEE,Male,6.56,Medium,1,1,53,2.7,1,No,Placed
32267,ECE,Male,6.6,Medium,1,1,55,1.7,1,No,Placed
32268,CIVIL,Male,7.15,Medium,1,3,54,2.0,1,Yes,Placed
32269,ECE,Male,7.26,Medium,1,3,57,2.6,2,No,Placed
32270,ECE,Male,6.25,Low,1,2,62,3.2,1,No,NotPlaced
32271,CIVIL,Male,6.26,Low,1,3,58,3.6,1,Yes,Placed
32272,ECE,Female,6.27,Low,1,1,38,3.2,3,No,Placed
32273,CSE,Male,5.0,Low,0,1,19,2.6,3,No,NotPlaced
32274,EEE,Male,6.31,Low,0,1,41,2.7,2,No,Placed
32275,CSE,Male,6.91,Medium,1,3,51,2.9,2,No,Placed
32276,EEE,Female,5.87,Low,0,0,44,2.2,2,Yes,Placed
32277,CSE,Female,7.25,Medium,0,1,57,2.7,2,No,NotPlaced
32278,CSE,Female,7.2,Medium,1,2,58,3.6,1,Yes,NotPlaced
32279,CSE,Male,7.25,Medium,0,2,70,2.6,1,No,Placed
32280,EEE,Female,5.62,Low,1,3,52,2.7,2,Yes,NotPlaced
32281,CSE,Male,5.95,Low,1,2,47,1.8,2,No,NotPlaced
32282,CSE,Female,7.76,Medium,2,3,70,3.1,1,No,Placed
32283,CSE,Female,7.47,Medium,1,3,70,3.9,1,No,Placed
32284,MECH,Male,6.74,Medium,1,1,46,2.6,2,No,NotPlaced
32285,CSE,Female,7.24,Medium,1,2,60,3.3,2,Yes,Placed
32286,ECE,Male,5.98,Low,1,1,52,2.6,3,Yes,Placed
32287,CSE,Male,5.84,Low,0,0,38,1.8,4,No,NotPlaced
32288,CSE,Female,6.47,Low,1,1,56,3.8,1,No,Placed
32289,CIVIL,Male,8.12,High,1,4,76,3.8,0,Yes,Placed
32290,EEE,Female,6.48,Low,0,2,44,2.7,2,No,NotPlaced
32291,CSE,Male,7.15,Medium,1,2,53,2.6,3,Yes,Placed
32292,CSE,Male,8.14,High,1,1,55,2.6,1,Yes,Placed
32293,CSE,Female,8.67,High,2,5,77,3.3,0,Yes,Placed
32294,ECE,Male,6.46,Low,1,3,41,2.2,2,Yes,Placed
32295,ECE,Male,7.32,Medium,1,3,74,3.6,1,Yes,Placed
32296,ECE,Male,5.48,Low,0,1,46,2.3,2,No,NotPlaced
32297,EEE,Male,10.0,High,3,4,92,4.4,0,Yes,Placed
32298,ECE,Female,5.0,Low,0,0,24,1.7,2,No,NotPlaced
32299,MECH,Male,5.21,Low,0,1,52,1.9,3,No,NotPlaced
32300,CSE,Female,7.75,Medium,1,3,60,3.7,1,No,Placed
32301,CIVIL,Male,6.97,Medium,2,1,73,3.3,1,Yes,Placed
32302,CSE,Male,8.13,High,2,4,80,3.6,1,Yes,Placed
32303,CSE,Female,7.59,Medium,1,2,67,3.3,1,Yes,Placed
32304,CSE,Male,7.84,Medium,2,2,84,4.2,2,Yes,Placed
32305,MECH,Male,6.92,Medium,1,2,76,3.2,0,No,Placed
32306,CSE,Female,6.68,Medium,1,1,52,1.9,2,No,Placed
32307,ECE,Female,7.55,Medium,2,2,71,3.5,2,No,Placed
32308,CSE,Female,8.45,High,2,3,57,4.2,0,No,Placed
32309,CIVIL,Male,6.39,Low,1,1,68,2.8,1,No,NotPlaced
32310,CSE,Male,7.32,Medium,2,3,68,4.3,1,No,Placed
32311,CSE,Female,5.61,Low,1,1,46,2.5,2,Yes,NotPlaced
32312,CIVIL,Male,7.35,Medium,2,2,62,2.9,1,No,Placed
32313,MECH,Male,7.04,Medium,0,2,54,2.9,1,No,Placed
32314,ECE,Female,6.55,Medium,1,1,57,3.1,2,Yes,NotPlaced
32315,CIVIL,Male,6.26,Low,1,1,64,2.5,3,Yes,Placed
32316,MECH,Female,5.69,Low,2,1,53,1.9,2,No,Placed
32317,MECH,Male,7.7,Medium,0,2,63,3.0,1,Yes,Placed
32318,MECH,Male,10.0,High,3,4,100,4.2,0,Yes,Placed
32319,CSE,Female,5.0,Low,0,0,36,2.7,3,No,NotPlaced
32320,ECE,Female,6.76,Medium,1,1,61,2.9,2,Yes,Placed
32321,EEE,Male,6.29,Low,0,1,39,1.6,2,No,Placed
32322,ECE,Male,6.66,Medium,0,1,38,1.8,2,No,Placed
32323,MECH,Male,7.19,Medium,1,3,61,2.7,0,No,NotPlaced
32324,CSE,Male,7.27,Medium,0,2,63,3.1,2,No,Placed
32325,EEE,Male,8.23,High,3,3,63,3.0,1,No,Placed
32326,ECE,Female,7.83,Medium,2,4,52,3.0,0,Yes,Placed
32327,CSE,Female,6.17,Low,1,2,50,2.4,2,Yes,Placed
32328,MECH,Male,5.72,Low,0,0,52,2.4,4,Yes,NotPlaced
32329,CSE,Male,8.61,High,3,3,60,4.0,0,No,NotPlaced
32330,ECE,Male,7.94,Medium,2,2,74,2.8,1,No,Placed
32331,EEE,Male,7.22,Medium,1,2,62,2.8,1,No,Placed
32332,MECH,Male,6.14,Low,1,1,37,2.6,2,No,Placed
32333,CIVIL,Male,8.51,High,2,4,83,4.0,0,No,Placed
32334,MECH,Female,7.76,Medium,3,3,77,4.4,0,Yes,Placed
32335,ECE,Male,7.22,Medium,0,0,70,2.5,1,No,Placed
32336,CSE,Male,8.25,High,1,4,89,3.9,0,No,Placed
32337,CIVIL,Male,6.81,Medium,0,2,60,2.6,0,No,Placed
32338,CSE,Female,7.51,Medium,2,2,60,3.8,0,Yes,Placed
32339,CIVIL,Male,7.66,Medium,0,2,47,2.2,0,No,Placed
32340,ECE,Male,8.54,High,1,3,73,3.9,0,Yes,Placed
32341,ECE,Male,6.96,Medium,1,2,44,3.3,2,No,Placed
32342,ECE,Female,7.27,Medium,1,2,72,3.3,0,Yes,Placed
32343,CSE,Male,6.85,Medium,2,2,67,3.7,1,Yes,Placed
32344,CSE,Male,7.27,Medium,1,2,57,3.1,1,Yes,Placed
32345,ECE,Male,8.29,High,2,4,79,3.5,0,Yes,Placed
32346,ECE,Male,7.03,Medium,2,1,64,2.8,2,Yes,Placed
32347,ECE,Male,5.77,Low,0,1,51,2.5,2,No,NotPlaced
32348,ECE,Female,7.43,Medium,2,3,66,3.5,0,No,Placed
32349,CIVIL,Male,6.69,Medium,1,2,48,3.0,2,Yes,NotPlaced
32350,CIVIL,Male,6.41,Low,1,1,54,2.9,2,No,Placed
32351,MECH,Male,6.42,Low,0,1,40,2.3,2,No,NotPlaced
32352,CSE,Male,5.49,Low,0,1,45,2.6,1,Yes,NotPlaced
32353,ECE,Male,7.25,Medium,2,3,83,3.0,0,No,Placed
32354,CSE,Male,8.53,High,1,4,72,4.2,0,Yes,Placed
32355,MECH,Male,7.94,Medium,1,3,67,4.2,1,Yes,Placed
32356,MECH,Female,8.16,High,2,2,64,4.1,1,Yes,Placed
32357,ECE,Female,6.56,Medium,0,1,40,2.8,2,No,NotPlaced
32358,CSE,Male,6.82,Medium,2,2,61,3.3,0,Yes,Placed
32359,MECH,Male,7.12,Medium,2,2,59,3.1,1,No,Placed
32360,MECH,Female,5.81,Low,0,1,44,2.2,2,No,NotPlaced
32361,MECH,Male,6.83,Medium,0,2,50,2.8,2,No,NotPlaced
32362,CSE,Female,7.87,Medium,2,2,45,2.6,1,Yes,NotPlaced
32363,CSE,Female,6.01,Low,1,1,51,3.1,3,Yes,NotPlaced
32364,EEE,Female,5.49,Low,0,1,41,1.8,3,No,NotPlaced
32365,CSE,Female,7.77,Medium,1,1,51,3.1,0,Yes,Placed
32366,MECH,Male,6.9,Medium,1,3,54,3.7,1,Yes,Placed
32367,MECH,Female,8.22,High,1,2,55,2.7,2,Yes,Placed
32368,ECE,Female,6.76,Medium,0,0,49,2.2,2,No,NotPlaced
32369,CIVIL,Female,7.11,Medium,1,3,58,3.8,0,No,Placed
32370,CSE,Female,7.38,Medium,1,0,63,2.6,1,Yes,Placed
32371,CIVIL,Male,6.69,Medium,2,2,57,2.8,2,No,NotPlaced
32372,ECE,Female,5.73,Low,0,1,54,2.0,2,No,Placed
32373,EEE,Male,8.02,High,1,3,43,2.8,1,Yes,Placed
32374,CSE,Male,6.85,Medium,2,0,60,3.0,1,Yes,Placed
32375,ECE,Male,7.11,Medium,0,1,66,3.4,2,No,NotPlaced
32376,EEE,Male,7.17,Medium,2,2,67,2.3,1,Yes,Placed
32377,CSE,Male,7.08,Medium,0,2,61,2.9,1,Yes,Placed
32378,CSE,Male,8.07,High,2,1,70,3.6,0,Yes,Placed
32379,MECH,Female,7.58,Medium,2,4,70,3.4,0,Yes,Placed
32380,CSE,Female,8.14,High,3,5,89,3.7,0,Yes,Placed
32381,EEE,Female,8.21,High,3,4,91,3.6,0,No,Placed
32382,CSE,Male,6.29,Low,0,2,61,2.5,1,No,Placed
32383,MECH,Male,5.95,Low,1,2,57,2.9,2,Yes,NotPlaced
32384,ECE,Female,7.41,Medium,1,2,71,2.0,0,No,Placed
32385,CIVIL,Female,7.14,Medium,2,1,63,3.7,0,No,Placed
32386,MECH,Male,7.23,Medium,1,2,70,2.3,0,Yes,Placed
32387,CSE,Female,6.1,Low,1,2,63,2.2,2,No,NotPlaced
32388,MECH,Female,6.95,Medium,1,2,53,2.7,2,No,NotPlaced
32389,CSE,Male,5.81,Low,0,0,44,1.4,3,No,NotPlaced
32390,CSE,Female,5.62,Low,2,2,52,2.5,2,No,NotPlaced
32391,MECH,Male,7.14,Medium,1,1,56,2.9,0,Yes,Placed
32392,ECE,Female,7.85,Medium,1,2,78,3.2,2,Yes,Placed
32393,CSE,Male,8.95,High,1,3,73,4.3,0,No,Placed
32394,MECH,Male,5.0,Low,0,0,43,3.0,2,Yes,Placed
32395,CSE,Female,6.96,Medium,1,3,65,3.3,2,No,Placed
32396,ECE,Male,5.45,Low,1,0,39,2.3,2,No,NotPlaced
32397,CSE,Male,5.0,Low,0,0,32,1.7,4,No,NotPlaced
32398,CIVIL,Female,6.25,Low,1,0,50,2.8,2,Yes,Placed
32399,CSE,Female,7.41,Medium,2,2,73,3.1,1,No,Placed
32400,CIVIL,Female,7.73,Medium,1,3,54,3.1,0,No,Placed
32401,MECH,Male,6.59,Medium,1,1,61,3.3,1,No,Placed
32402,ECE,Male,5.91,Low,0,2,49,2.7,2,Yes,NotPlaced
32403,CSE,Male,6.86,Medium,1,0,52,2.3,1,Yes,Placed
32404,ECE,Male,6.6,Medium,1,3,57,3.4,2,No,Placed
32405,EEE,Male,5.6,Low,1,1,43,1.5,3,No,NotPlaced
32406,CIVIL,Female,5.6,Low,1,1,56,2.2,3,Yes,NotPlaced
32407,EEE,Male,6.16,Low,1,2,48,2.6,2,Yes,Placed
32408,ECE,Male,7.27,Medium,1,2,66,4.1,1,Yes,Placed
32409,ECE,Male,6.85,Medium,1,1,63,3.5,1,No,Placed
32410,ECE,Male,7.38,Medium,2,2,78,3.8,1,Yes,Placed
32411,MECH,Male,6.99,Medium,0,1,59,2.9,2,No,NotPlaced
32412,MECH,Male,7.08,Medium,0,2,46,2.5,2,Yes,NotPlaced
32413,CSE,Male,6.46,Low,1,1,47,3.1,1,Yes,Placed
32414,EEE,Male,7.33,Medium,0,1,64,2.8,2,Yes,Placed
32415,ECE,Male,5.0,Low,0,2,30,1.9,4,No,NotPlaced
32416,ECE,Female,6.87,Medium,1,3,58,3.5,1,Yes,Placed
32417,ECE,Female,8.06,High,1,2,71,4.1,1,No,Placed
32418,ECE,Male,5.77,Low,0,0,46,1.8,2,Yes,Placed
32419,CSE,Female,7.15,Medium,1,3,76,4.5,0,Yes,Placed
32420,CSE,Male,6.13,Low,0,1,56,2.7,2,Yes,Placed
32421,CSE,Male,7.19,Medium,1,3,59,3.3,1,Yes,NotPlaced
32422,MECH,Male,8.25,High,1,3,67,3.6,1,No,Placed
32423,ECE,Female,8.97,High,3,4,70,2.9,0,Yes,Placed
32424,CSE,Female,7.78,Medium,1,2,58,2.2,1,No,Placed
32425,ECE,Male,6.73,Medium,0,1,51,1.8,2,Yes,Placed
32426,ECE,Male,7.55,Medium,2,2,84,3.0,1,No,Placed
32427,CSE,Male,7.95,Medium,2,3,77,2.7,1,Yes,Placed
32428,CSE,Male,5.81,Low,0,1,50,2.3,2,No,NotPlaced
32429,EEE,Male,7.6,Medium,2,4,71,4.1,1,Yes,Placed
32430,MECH,Male,6.47,Low,0,1,57,1.2,2,No,NotPlaced
32431,CIVIL,Female,6.07,Low,1,2,51,3.0,1,Yes,Placed
32432,EEE,Male,7.73,Medium,2,3,75,3.7,0,No,Placed
32433,EEE,Male,7.74,Medium,1,1,70,3.5,1,Yes,Placed
32434,CSE,Male,5.32,Low,0,0,45,1.5,3,No,NotPlaced
32435,MECH,Male,6.19,Low,0,1,60,2.4,3,No,NotPlaced
32436,ECE,Male,7.66,Medium,1,3,60,3.7,0,No,Placed
32437,MECH,Female,7.71,Medium,1,3,68,3.0,1,No,Placed
32438,EEE,Male,7.19,Medium,2,3,62,3.5,1,Yes,Placed
32439,CSE,Male,6.79,Medium,2,1,66,2.6,1,Yes,Placed
32440,MECH,Female,8.08,High,0,4,84,3.1,1,Yes,Placed
32441,CIVIL,Female,9.55,High,3,4,76,4.1,0,Yes,Placed
32442,EEE,Male,6.69,Medium,0,0,40,2.7,1,No,NotPlaced
32443,MECH,Male,7.42,Medium,1,1,60,2.9,1,Yes,Placed
32444,ECE,Male,7.25,Medium,2,3,75,3.7,0,No,Placed
32445,CIVIL,Male,6.73,Medium,1,2,68,2.6,1,No,Placed
32446,MECH,Male,6.14,Low,0,1,53,2.1,1,Yes,NotPlaced
32447,CSE,Male,8.3,High,2,3,81,3.3,0,Yes,Placed
32448,ECE,Male,6.87,Medium,1,2,75,3.5,1,No,Placed
32449,EEE,Male,7.71,Medium,2,2,61,4.0,2,No,Placed
32450,CSE,Female,7.65,Medium,2,2,78,3.5,0,Yes,Placed
32451,CIVIL,Female,7.19,Medium,1,2,70,2.3,2,No,NotPlaced
32452,ECE,Male,7.85,Medium,1,3,69,4.3,0,Yes,Placed
32453,EEE,Male,6.31,Low,0,1,51,2.7,3,Yes,Placed
32454,CSE,Female,7.17,Medium,1,2,61,3.4,0,No,Placed
32455,ECE,Female,7.96,Medium,3,4,76,3.8,0,Yes,Placed
32456,CIVIL,Female,7.78,Medium,2,4,58,2.3,0,No,Placed
32457,EEE,Male,6.8,Medium,0,1,52,3.4,1,No,Placed
32458,CSE,Male,7.37,Medium,1,1,54,2.8,1,No,Placed
32459,CIVIL,Male,5.63,Low,2,3,47,2.6,3,Yes,Placed
32460,EEE,Male,8.17,High,2,3,72,3.9,0,No,Placed
32461,CSE,Male,8.82,High,3,3,92,3.6,0,Yes,Placed
32462,ECE,Male,8.57,High,3,3,66,3.5,0,No,Placed
32463,EEE,Male,5.93,Low,0,2,44,2.3,2,No,NotPlaced
32464,CSE,Male,7.82,Medium,2,3,73,2.6,0,Yes,Placed
32465,CSE,Female,9.75,High,2,3,97,4.9,0,Yes,Placed
32466,MECH,Male,6.55,Medium,2,2,64,2.0,1,Yes,NotPlaced
32467,CIVIL,Male,5.0,Low,0,0,26,2.7,3,No,NotPlaced
32468,EEE,Male,6.58,Medium,0,0,56,2.7,2,No,NotPlaced
32469,CSE,Female,7.68,Medium,1,2,54,3.1,1,Yes,NotPlaced
32470,CIVIL,Male,7.5,Medium,2,2,69,3.0,0,Yes,Placed
32471,ECE,Male,5.66,Low,0,1,45,2.3,2,No,NotPlaced
32472,EEE,Male,7.12,Medium,0,1,63,2.3,2,No,Placed
32473,CSE,Female,5.75,Low,1,0,42,2.0,3,Yes,NotPlaced
32474,MECH,Male,7.32,Medium,2,3,55,3.0,0,Yes,Placed
32475,MECH,Female,7.02,Medium,1,3,66,3.3,2,No,Placed
32476,CSE,Female,6.8,Medium,1,2,55,3.7,1,No,NotPlaced
32477,ECE,Female,7.04,Medium,1,3,59,2.5,1,Yes,Placed
32478,CSE,Female,7.7,Medium,2,3,83,3.2,0,No,Placed
32479,MECH,Male,6.95,Medium,1,2,47,3.4,1,Yes,Placed
32480,MECH,Male,6.75,Medium,1,1,69,2.9,0,No,Placed
32481,MECH,Male,7.91,Medium,0,4,76,3.9,1,Yes,Placed
32482,ECE,Male,8.88,High,2,4,92,4.5,0,Yes,Placed
32483,CSE,Male,7.19,Medium,1,2,54,3.3,2,Yes,Placed
32484,ECE,Female,7.8,Medium,2,3,61,3.8,1,Yes,Placed
32485,CSE,Female,6.22,Low,1,2,57,2.5,2,Yes,Placed
32486,EEE,Male,7.79,Medium,1,2,75,3.3,1,Yes,Placed
32487,MECH,Male,8.45,High,3,3,74,3.8,0,Yes,Placed
32488,CIVIL,Female,6.51,Medium,1,1,66,2.9,2,Yes,NotPlaced
32489,MECH,Male,7.03,Medium,0,2,46,2.8,0,Yes,NotPlaced
32490,CSE,Male,8.21,High,2,5,82,3.6,0,Yes,Placed
32491,ECE,Male,7.6,Medium,2,3,68,3.2,1,No,Placed
32492,MECH,Male,6.21,Low,0,1,52,2.4,2,No,Placed
32493,EEE,Male,6.28,Low,0,1,48,2.6,2,Yes,NotPlaced
32494,CIVIL,Female,7.91,Medium,2,4,71,3.7,0,Yes,Placed
32495,EEE,Female,8.08,High,2,3,68,2.8,2,Yes,Placed
32496,CSE,Male,5.36,Low,0,0,36,1.3,3,No,Placed
32497,CSE,Male,5.0,Low,0,0,43,1.9,2,No,NotPlaced
32498,CSE,Male,6.01,Low,0,0,44,2.5,3,Yes,Placed
32499,CSE,Female,8.29,High,2,4,73,3.5,0,Yes,Placed
32500,MECH,Female,5.44,Low,0,2,35,2.3,3,No,NotPlaced
32501,ECE,Female,8.78,High,3,4,68,4.6,0,No,Placed
32502,ECE,Female,7.78,Medium,2,2,65,2.4,1,No,Placed
32503,MECH,Male,6.25,Low,1,2,57,3.3,1,Yes,Placed
32504,ECE,Female,5.58,Low,0,1,46,2.8,2,No,NotPlaced
32505,ECE,Male,6.78,Medium,0,2,72,2.8,2,No,Placed
32506,ECE,Female,6.46,Low,1,2,54,2.8,2,Yes,NotPlaced
32507,CSE,Female,6.75,Medium,0,2,50,2.7,2,Yes,Placed
32508,CSE,Male,6.97,Medium,0,2,48,2.9,2,No,Placed
32509,MECH,Male,7.1,Medium,1,1,58,2.7,0,No,Placed
32510,CIVIL,Male,7.37,Medium,1,2,54,3.2,2,Yes,Placed
32511,MECH,Female,8.11,High,1,2,59,3.1,0,Yes,Placed
32512,CIVIL,Female,7.61,Medium,2,4,65,3.9,0,No,Placed
32513,EEE,Male,7.48,Medium,1,1,51,3.7,0,No,NotPlaced
32514,ECE,Female,5.45,Low,1,0,45,2.5,3,No,Placed
32515,EEE,Female,6.24,Low,0,1,37,1.6,3,No,NotPlaced
32516,EEE,Male,5.0,Low,0,0,40,1.9,4,No,NotPlaced
32517,CSE,Male,6.33,Low,2,3,51,2.3,1,No,NotPlaced
32518,CSE,Male,7.45,Medium,1,2,78,3.6,2,Yes,Placed
32519,CIVIL,Male,6.74,Medium,0,1,56,2.8,2,No,NotPlaced
32520,MECH,Male,6.42,Low,1,2,67,2.6,1,Yes,Placed
32521,ECE,Male,5.53,Low,0,2,49,2.6,2,Yes,Placed
32522,MECH,Female,8.58,High,3,4,80,3.9,0,Yes,Placed
32523,ECE,Female,7.27,Medium,2,3,73,4.1,1,No,Placed
32524,MECH,Female,7.53,Medium,2,3,74,3.5,0,Yes,Placed
32525,CSE,Female,6.08,Low,0,1,45,2.8,3,No,Placed
32526,EEE,Male,5.07,Low,0,0,28,1.8,3,Yes,NotPlaced
32527,ECE,Male,7.5,Medium,1,3,65,3.0,1,No,Placed
32528,CSE,Male,6.65,Medium,2,1,51,2.2,2,No,NotPlaced
32529,EEE,Female,5.21,Low,0,0,30,2.3,3,Yes,NotPlaced
32530,CIVIL,Male,8.41,High,2,4,79,4.2,0,No,Placed
32531,EEE,Female,6.91,Medium,1,3,54,3.3,0,No,Placed
32532,CSE,Female,6.25,Low,1,2,69,3.0,2,No,NotPlaced
32533,MECH,Female,7.56,Medium,2,3,59,3.2,2,No,Placed
32534,MECH,Female,5.18,Low,0,1,55,2.1,2,Yes,NotPlaced
32535,CIVIL,Female,7.35,Medium,1,1,54,3.0,2,No,Placed
32536,CIVIL,Female,5.65,Low,0,0,48,1.6,2,No,NotPlaced
32537,CSE,Male,5.4,Low,0,1,43,2.8,3,Yes,Placed
32538,MECH,Male,7.49,Medium,2,3,53,3.5,2,Yes,Placed
32539,CSE,Female,5.71,Low,0,0,39,2.2,3,Yes,NotPlaced
32540,CIVIL,Female,7.36,Medium,0,1,54,2.6,1,Yes,Placed
32541,MECH,Male,6.24,Low,0,2,50,2.9,2,No,Placed
32542,ECE,Female,8.25,High,1,2,70,2.6,1,Yes,Placed
32543,EEE,Female,8.32,High,2,3,83,3.6,0,Yes,Placed
32544,ECE,Female,6.15,Low,0,1,58,2.1,2,No,Placed
32545,CSE,Female,8.18,High,2,1,81,2.7,1,Yes,Placed
32546,CSE,Male,7.1,Medium,2,1,59,3.0,1,No,Placed
32547,CSE,Female,6.61,Medium,1,1,55,1.9,2,Yes,Placed
32548,MECH,Male,5.0,Low,0,1,42,1.3,3,No,NotPlaced
32549,CSE,Male,6.73,Medium,0,1,60,3.1,2,Yes,Placed
32550,MECH,Male,7.85,Medium,2,3,79,4.1,0,Yes,Placed
32551,EEE,Male,6.3,Low,1,3,62,2.7,2,No,NotPlaced
32552,CSE,Female,6.2,Low,0,2,54,2.3,2,Yes,NotPlaced
32553,MECH,Male,7.35,Medium,1,3,69,2.9,0,No,Placed
32554,CSE,Male,7.76,Medium,1,1,69,2.6,1,Yes,Placed
32555,CSE,Male,8.93,High,2,4,76,3.8,0,Yes,Placed
32556,EEE,Male,6.97,Medium,1,2,55,2.6,2,Yes,Placed
32557,ECE,Male,5.0,Low,0,0,30,1.0,4,No,NotPlaced
32558,CSE,Female,6.12,Low,0,2,45,2.4,3,No,Placed
32559,CSE,Female,6.78,Medium,1,2,47,2.9,1,No,Placed
32560,CIVIL,Female,5.56,Low,0,1,42,1.3,2,Yes,NotPlaced
32561,CSE,Male,7.36,Medium,1,3,62,3.2,1,Yes,Placed
32562,CSE,Male,5.31,Low,0,2,45,1.6,3,No,NotPlaced
32563,CSE,Female,7.65,Medium,2,3,79,4.0,0,No,Placed
32564,EEE,Male,6.71,Medium,1,3,67,3.0,0,No,Placed
32565,EEE,Male,8.6,High,1,3,75,3.6,0,Yes,Placed
32566,EEE,Male,6.46,Low,1,1,49,2.1,2,No,NotPlaced
32567,CSE,Male,5.23,Low,0,0,37,2.4,3,No,NotPlaced
32568,ECE,Female,7.71,Medium,1,1,74,3.3,2,Yes,Placed
32569,ECE,Male,7.26,Medium,1,3,78,2.6,1,Yes,Placed
32570,MECH,Male,7.03,Medium,1,2,72,3.3,0,No,NotPlaced
32571,MECH,Male,5.78,Low,0,2,60,2.6,3,No,NotPlaced
32572,ECE,Male,6.24,Low,1,2,63,2.6,3,Yes,Placed
32573,EEE,Male,7.81,Medium,2,2,64,3.9,1,Yes,Placed
32574,CSE,Female,5.99,Low,1,3,58,3.0,1,No,Placed
32575,EEE,Male,7.01,Medium,0,0,67,2.7,2,No,Placed
32576,CIVIL,Male,7.72,Medium,1,2,68,2.9,1,No,Placed
32577,EEE,Male,5.0,Low,1,0,47,1.7,4,No,NotPlaced
32578,EEE,Male,6.56,Medium,0,1,59,2.1,2,No,Placed
32579,EEE,Female,6.57,Medium,0,2,51,3.1,2,No,NotPlaced
32580,CIVIL,Male,6.95,Medium,0,1,50,3.3,1,No,Placed
32581,CIVIL,Male,5.12,Low,0,0,39,2.4,3,No,Placed
32582,CIVIL,Female,8.84,High,0,3,74,3.7,0,Yes,Placed
32583,ECE,Male,6.6,Medium,1,2,51,3.1,1,No,NotPlaced
32584,CSE,Male,9.53,High,3,4,91,4.8,0,Yes,Placed
